city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Dimock,2020,2153,0.061112027450573,Hutchinson,43.47897,-98.02080
Dimock,2021,1509,0.031107744495703,Hutchinson,43.47897,-98.02080
Doland,2019,5630,0.087403381552416,Spink,44.86354,-98.10416
Doland,2020,5795,0.104838126328732,Spink,44.86354,-98.10416
Doland,2021,6553,0.093913534774465,Spink,44.86354,-98.10416
Draper,2019,5337,0.062974871567733,Jones,43.96446,-100.51825
Draper,2020,6775,0.097374035496522,Jones,43.96446,-100.51825
Draper,2021,5257,0.067431132582626,Jones,43.96446,-100.51825
Dupree,2019,7086,1.362301271226530,Ziebach,45.06406,-101.62060
Dupree,2020,7256,1.333094987591210,Ziebach,45.06406,-101.62060
Dupree,2021,10280,1.215558662491640,Ziebach,45.06406,-101.62060
Eagle Butte,2019,24767,0.512441193627547,Dewey,44.99681,-101.21456
Eagle Butte,2020,14679,0.408933851738958,Dewey,44.99681,-101.21456
Eagle Butte,2021,23665,0.503474413665535,Dewey,44.99681,-101.21456
Eden,2019,7701,0.140579462234189,Marshall,45.61668,-97.37952
Eden,2020,7969,0.193821026761688,Marshall,45.61668,-97.37952
Eden,2021,10780,0.219564149544712,Marshall,45.61668,-97.37952
Edgemont,2019,24516,0.117981435574518,Fall River,43.28510,-103.83311
Edgemont,2020,26354,0.159925662717655,Fall River,43.28510,-103.83311
Edgemont,2021,33886,0.174679167063165,Fall River,43.28510,-103.83311
Egan,2019,2002,0.045393677041731,Moody,44.00083,-96.66277
Egan,2020,2153,0.058931355611672,Moody,44.00083,-96.66277
Egan,2021,561,0.014078673927084,Moody,44.00083,-96.66277
Elk Point,2019,22405,0.095796372655574,Union,42.69820,-96.67681
Elk Point,2020,19422,0.112821776636412,Union,42.69820,-96.67681
Elk Point,2021,17342,0.085219822226176,Union,42.69820,-96.67681
Elkton,2019,10738,0.023658178850303,Brookings,44.24483,-96.49858
Elkton,2020,8609,0.033723202121114,Brookings,44.24483,-96.49858
Elkton,2021,10227,0.029660160191405,Brookings,44.24483,-96.49858
Ellsworth Afb,2019,15432,0.032303553727985,Meade,44.14316,-103.07404
Ellsworth Afb,2020,4613,0.010354700371101,Meade,44.14316,-103.07404
Ellsworth Afb,2021,7188,0.014259766255208,Meade,44.14316,-103.07404
Emery,2019,8902,0.490607326507786,Hanson,43.60137,-97.62781
Emery,2020,7249,0.418399619131736,Hanson,43.60137,-97.62781
Emery,2021,8296,0.396021636266006,Hanson,43.60137,-97.62781
Erwin,2019,708,0.008988504145174,Kingsbury,44.51700,-97.41278
Erwin,2020,345,0.005808336609094,Kingsbury,44.51700,-97.41278
Erwin,2021,193,0.002581235227699,Kingsbury,44.51700,-97.41278
Estelline,2019,28542,0.329364872603747,Hamlin,44.58915,-96.92665
Estelline,2020,21847,0.280863065696557,Hamlin,44.58915,-96.92665
Estelline,2021,20189,0.279611823291388,Hamlin,44.58915,-96.92665
Ethan,2019,2340,0.005489786241028,Davison,43.54037,-97.98252
Ethan,2020,4041,0.012776306192806,Davison,43.54037,-97.98252
Ethan,2021,3917,0.009590942424827,Davison,43.54037,-97.98252
Eureka,2019,25967,0.991985519455541,Mcpherson,45.80813,-99.64310
Eureka,2020,11238,0.797638273522975,Mcpherson,45.80813,-99.64310
Eureka,2021,12697,0.832632771148003,Mcpherson,45.80813,-99.64310
Fairburn,2019,769,0.001220823827602,Custer,43.67089,-103.19248
Fairburn,2020,369,0.000605230253677,Custer,43.67089,-103.19248
Fairburn,2021,455,0.000768821954571,Custer,43.67089,-103.19248
