city,YEAR,total arrivals by city,pct_of_county,county,lat,lon
Strandburg,2019,542,0.01,Grant,45.02457,-96.75734
Strandburg,2020,897,0.01,Grant,45.02457,-96.75734
Strandburg,2021,599,0.01,Grant,45.02457,-96.75734
Stratford,2019,1211,0.00,Brown,45.32277,-98.27547
Stratford,2020,345,0.00,Brown,45.32277,-98.27547
Stratford,2021,1429,0.00,Brown,45.32277,-98.27547
Sturgis,2019,207859,0.44,Meade,44.3994,-103.50507
Sturgis,2020,180528,0.41,Meade,44.3994,-103.50507
Sturgis,2021,203176,0.40,Meade,44.3994,-103.50507
Summit,2019,31799,0.21,Roberts,45.2663,-97.07291
Summit,2020,29859,0.23,Roberts,45.2663,-97.07291
Summit,2021,30603,0.20,Roberts,45.2663,-97.07291
Tabor,2019,8363,0.15,Bon Homme,42.92784,-97.66494
Tabor,2020,7406,0.16,Bon Homme,42.92784,-97.66494
Tabor,2021,9175,0.16,Bon Homme,42.92784,-97.66494
Tea,2019,51062,0.09,Lincoln,43.44883,-96.83738
Tea,2020,37317,0.10,Lincoln,43.44883,-96.83738
Tea,2021,40802,0.08,Lincoln,43.44883,-96.83738
Timber Lake,2019,10906,0.23,Dewey,45.41841,-101.10121
Timber Lake,2020,8542,0.24,Dewey,45.41841,-101.10121
Timber Lake,2021,10452,0.22,Dewey,45.41841,-101.10121
Tolstoy,2019,300,0.01,Potter,45.23741,-99.62575
Tolstoy,2020,1083,0.03,Potter,45.23741,-99.62575
Tolstoy,2021,1657,0.04,Potter,45.23741,-99.62575
Toronto,2019,3228,0.05,Deuel,44.58358,-96.67461
Toronto,2020,2962,0.06,Deuel,44.58358,-96.67461
Toronto,2021,3285,0.07,Deuel,44.58358,-96.67461
Trail City,2019,1638,0.06,Corson,45.49156,-100.98642
Trail City,2020,3600,0.12,Corson,45.49156,-100.98642
Trail City,2021,2731,0.09,Corson,45.49156,-100.98642
Trent,2019,264,0.01,Moody,43.91397,-96.64348
Trent,2020,1031,0.03,Moody,43.91397,-96.64348
Trent,2021,1296,0.03,Moody,43.91397,-96.64348
Tripp,2019,3512,0.07,Hutchinson,43.21969,-97.93967
Tripp,2020,8958,0.25,Hutchinson,43.21969,-97.93967
Tripp,2021,3397,0.07,Hutchinson,43.21969,-97.93967
Tulare,2019,4346,0.07,Spink,44.73247,-98.55706
Tulare,2020,4575,0.08,Spink,44.73247,-98.55706
Tulare,2021,5207,0.07,Spink,44.73247,-98.55706
Turton,2019,589,0.01,Spink,45.06002,-98.11354
Turton,2020,282,0.01,Spink,45.06002,-98.11354
Turton,2021,974,0.01,Spink,45.06002,-98.11354
Tuthill,2019,1969,0.08,Bennett,43.18376,-101.33489
Tuthill,2020,3968,0.17,Bennett,43.18376,-101.33489
Tuthill,2021,1841,0.06,Bennett,43.18376,-101.33489
Twin Brooks,2019,5668,0.05,Grant,45.22536,-96.78053
Twin Brooks,2020,4633,0.05,Grant,45.22536,-96.78053
Twin Brooks,2021,3924,0.04,Grant,45.22536,-96.78053
Tyndall,2019,11495,0.21,Bon Homme,43.00208,-97.85809
Tyndall,2020,7393,0.16,Bon Homme,43.00208,-97.85809
Tyndall,2021,11687,0.21,Bon Homme,43.00208,-97.85809
Union Center,2019,1472,0.00,Meade,44.64787,-102.58769
Union Center,2020,1445,0.00,Meade,44.64787,-102.58769
Union Center,2021,4422,0.01,Meade,44.64787,-102.58769
Utica,2019,1133,0.00,Yankton,43.01506,-97.47748
Utica,2020,2439,0.01,Yankton,43.01506,-97.47748
Utica,2021,933,0.00,Yankton,43.01506,-97.47748
Vale,2019,545,0.00,Butte,44.61008,-103.39364
Vale,2020,3210,0.02,Butte,44.61008,-103.39364
Vale,2021,1892,0.01,Butte,44.61008,-103.39364
Valley Springs,2019,9425,0.00,Minnehaha,43.57662,-96.49056
Valley Springs,2020,7324,0.00,Minnehaha,43.57662,-96.49056
Valley Springs,2021,8882,0.00,Minnehaha,43.57662,-96.49056
Veblen,2019,11306,0.21,Marshall,45.85828,-97.32855
Veblen,2020,8844,0.22,Marshall,45.85828,-97.32855
Veblen,2021,6433,0.13,Marshall,45.85828,-97.32855
Vermillion,2019,175060,1.03,Clay,42.78673,-96.93182
Vermillion,2020,100018,0.86,Clay,42.78673,-96.93182
Vermillion,2021,168385,1.01,Clay,42.78673,-96.93182
Viborg,2019,11444,0.29,Turner,43.18279,-97.11493
Viborg,2020,7619,0.25,Turner,43.18279,-97.11493
Viborg,2021,6789,0.17,Turner,43.18279,-97.11493
Vienna,2019,3781,0.09,Clark,44.73528,-97.49268
Vienna,2020,3756,0.10,Clark,44.73528,-97.49268
Vienna,2021,6703,0.13,Clark,44.73528,-97.49268
Virgil,2019,838,0.00,Beadle,44.27842,-98.49463
Virgil,2020,1242,0.01,Beadle,44.27842,-98.49463
Virgil,2021,1455,0.01,Beadle,44.27842,-98.49463
Vivian,2019,23992,0.07,Lyman,43.8983,-100.29853
Vivian,2020,13564,0.05,Lyman,43.8983,-100.29853
Vivian,2021,11530,0.04,Lyman,43.8983,-100.29853
Volga,2019,19125,0.04,Brookings,44.30845,-96.9257
Volga,2020,21853,0.09,Brookings,44.30845,-96.9257
Volga,2021,17515,0.05,Brookings,44.30845,-96.9257
Volin,2019,5519,0.02,Yankton,42.96741,-97.17499
Volin,2020,2101,0.01,Yankton,42.96741,-97.17499
Volin,2021,5129,0.03,Yankton,42.96741,-97.17499
Wagner,2019,39205,0.27,Charles Mix,43.077,-98.28506
Wagner,2020,38353,0.25,Charles Mix,43.077,-98.28506
Wagner,2021,44669,0.26,Charles Mix,43.077,-98.28506
Wakonda,2019,1014,0.01,Clay,43.0165,-97.08569
Wakonda,2020,3159,0.03,Clay,43.0165,-97.08569
Wakonda,2021,5078,0.03,Clay,43.0165,-97.08569
Wakpala,2019,1389,0.05,Corson,45.65742,-100.56709
Wakpala,2020,4263,0.14,Corson,45.65742,-100.56709
Wakpala,2021,4308,0.14,Corson,45.65742,-100.56709
Walker,2020,256,0.01,Corson,47.09179,-94.55889
Walker,2021,49,0.00,Corson,47.09179,-94.55889
Wall,2019,46081,0.02,Pennington,44.02952,-102.23218
Wall,2020,34709,0.02,Pennington,44.02952,-102.23218
Wall,2021,47409,0.02,Pennington,44.02952,-102.23218
Wallace,2019,813,0.00,Codington,45.07971,-97.47813
Wallace,2020,408,0.00,Codington,45.07971,-97.47813
Wallace,2021,399,0.00,Codington,45.07971,-97.47813
Wanblee,2019,7088,0.04,Jackson,43.56495,-101.64465
Wanblee,2020,6267,0.04,Jackson,43.56495,-101.64465
Wanblee,2021,7351,0.04,Jackson,43.56495,-101.64465
Warner,2019,2763,0.00,Brown,45.32773,-98.4925
Warner,2020,3595,0.00,Brown,45.32773,-98.4925
Warner,2021,5982,0.01,Brown,45.32773,-98.4925
Wasta,2019,276,0.00,Pennington,44.14292,-102.43696
Wasta,2020,2958,0.00,Pennington,44.14292,-102.43696
Wasta,2021,3572,0.00,Pennington,44.14292,-102.43696
Watauga,2019,1575,0.05,Corson,45.87503,-101.64422
Watauga,2020,1780,0.06,Corson,45.87503,-101.64422
Watauga,2021,1671,0.05,Corson,45.87503,-101.64422
Watertown,2019,618669,1.40,Codington,44.90491,-97.11845
Watertown,2020,492235,1.47,Codington,44.90491,-97.11845
Watertown,2021,558694,1.37,Codington,44.90491,-97.11845
Waubay,2019,47105,0.41,Day,45.35546,-97.28961
Waubay,2020,39525,0.43,Day,45.35546,-97.28961
Waubay,2021,44940,0.42,Day,45.35546,-97.28961
Webster,2019,70653,0.61,Day,45.32946,-97.53275
Webster,2020,56273,0.61,Day,45.32946,-97.53275
Webster,2021,68430,0.64,Day,45.32946,-97.53275
Wentworth,2019,7530,0.09,Lake,43.95714,-96.9827
Wentworth,2020,12400,0.19,Lake,43.95714,-96.9827
Wentworth,2021,10083,0.13,Lake,43.95714,-96.9827
Wessington,2019,11333,0.06,Beadle,44.40956,-98.71808
Wessington,2020,7171,0.05,Beadle,44.40956,-98.71808
Wessington,2021,10242,0.05,Beadle,44.40956,-98.71808
Wessington Springs,2019,32008,1.15,Jerauld,44.10303,-98.57965
Wessington Springs,2020,23708,1.20,Jerauld,44.10303,-98.57965
Wessington Springs,2021,32135,1.21,Jerauld,44.10303,-98.57965
Westport,2019,3502,0.00,Brown,45.6725,-98.58358
Westport,2020,1996,0.00,Brown,45.6725,-98.58358
Westport,2021,3354,0.00,Brown,45.6725,-98.58358
White,2019,9241,0.02,Brookings,44.4044,-96.64729
White,2020,8822,0.03,Brookings,44.4044,-96.64729
White,2021,12142,0.04,Brookings,44.4044,-96.64729
White Lake,2019,19150,0.28,Aurora,43.73237,-98.71683
White Lake,2020,14122,0.24,Aurora,43.73237,-98.71683
White Lake,2021,14264,0.24,Aurora,43.73237,-98.71683
White Owl,2019,4128,0.01,Meade,44.56178,-102.46598
White Owl,2020,2342,0.01,Meade,44.56178,-102.46598
White Owl,2021,685,0.00,Meade,44.56178,-102.46598
White River,2019,15332,0.80,Mellette,43.57476,-100.74212
White River,2020,11524,0.84,Mellette,43.57476,-100.74212
White River,2021,14616,0.89,Mellette,43.57476,-100.74212
Whitehorse,2019,0,0.00,Dewey,45.25426,-100.91413
Whitehorse,2020,53,0.00,Dewey,45.25426,-100.91413
Whitehorse,2021,289,0.01,Dewey,45.25426,-100.91413
Whitewood,2019,14699,0.01,Lawrence,44.47257,-103.60759
Whitewood,2020,16271,0.02,Lawrence,44.47257,-103.60759
Whitewood,2021,19007,0.02,Lawrence,44.47257,-103.60759
Willow Lake,2019,11507,0.26,Clark,44.6286,-97.65031
Willow Lake,2020,14192,0.38,Clark,44.6286,-97.65031
Willow Lake,2021,17369,0.34,Clark,44.6286,-97.65031
Wilmot,2019,22174,0.15,Roberts,45.42511,-96.84091
Wilmot,2020,18008,0.14,Roberts,45.42511,-96.84091
Wilmot,2021,26358,0.17,Roberts,45.42511,-96.84091
Winfred,2019,1856,0.02,Lake,43.98652,-97.34438
Winfred,2020,3128,0.05,Lake,43.98652,-97.34438
Winfred,2021,3454,0.05,Lake,43.98652,-97.34438
Winner,2019,99924,1.26,Tripp,43.36312,-99.88169
Winner,2020,80853,1.11,Tripp,43.36312,-99.88169
Winner,2021,82472,1.15,Tripp,43.36312,-99.88169
Witten,2019,1761,0.02,Tripp,43.53271,-100.06417
Witten,2020,2369,0.03,Tripp,43.53271,-100.06417
Witten,2021,2336,0.03,Tripp,43.53271,-100.06417
Wolsey,2019,12098,0.06,Beadle,44.40265,-98.46502
Wolsey,2020,14717,0.09,Beadle,44.40265,-98.46502
Wolsey,2021,15812,0.08,Beadle,44.40265,-98.46502
Wood,2019,4872,0.25,Mellette,43.50725,-100.43313
Wood,2020,5374,0.39,Mellette,43.50725,-100.43313
Wood,2021,3544,0.21,Mellette,43.50725,-100.43313
Woonsocket,2019,15371,0.59,Sanborn,44.05202,-98.27965
Woonsocket,2020,9759,0.56,Sanborn,44.05202,-98.27965
Woonsocket,2021,13345,0.71,Sanborn,44.05202,-98.27965
Worthing,2019,6336,0.01,Lincoln,43.33319,-96.77266
Worthing,2020,8199,0.02,Lincoln,43.33319,-96.77266
Worthing,2021,9507,0.02,Lincoln,43.33319,-96.77266
Wounded Knee,2019,1562,0.03,Oglala Lakota,43.14228,-102.3779
Wounded Knee,2020,1459,0.05,Oglala Lakota,43.14228,-102.3779
Wounded Knee,2021,1258,0.03,Oglala Lakota,43.14228,-102.3779
Yale,2019,1565,0.01,Beadle,44.47628,-97.99547
Yale,2020,2907,0.02,Beadle,44.47628,-97.99547
Yale,2021,2979,0.02,Beadle,44.47628,-97.99547
Yankton,2019,276167,1.16,Yankton,42.88881,-97.41057
Yankton,2020,206701,1.21,Yankton,42.88881,-97.41057
Yankton,2021,237142,1.17,Yankton,42.88881,-97.41057
